product_id,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Certifications,Sustainability_Rating
516,0,0,363.51,342978.98,62239.22,1,0,3
517,1,1,131.41,272694.64,60920.9,0,1,2
518,4,1,365.57,533828.79,25563.63,0,2,1
519,4,1,296.33,3241499.22,48283.93,0,0,3
520,4,1,370.37,3917809.31,7053.08,1,0,3
521,4,1,168.59,4753632.13,38701.29,0,1,1
522,0,1,178.75,2094135.67,54407.52,1,2,1
523,0,0,427.54,3399782.89,41791.41,1,1,2
524,3,1,251.43,2029889.8,97889.18,1,3,4
525,0,0,50.27,837945.86,87305.49,1,0,4
526,0,0,8.42,2993635.57,47291.24,0,3,1
527,2,0,471.24,2815288.52,53616.13,0,3,2
528,4,1,265.2,892927.35,97032.07,0,0,2
529,5,1,485.88,1180658.15,15017.05,1,2,1
530,3,0,499.25,1939985.79,7145.91,0,1,2
531,2,1,314.56,4555229.3,51644.81,1,1,3
532,1,1,49.25,1017458.2,30786.96,1,0,1
533,5,1,120.71,2680593.82,21225.95,1,2,1
534,0,1,2.62,2378409.73,52209.74,0,3,2
535,1,1,99.8,1392929.52,53702.55,1,0,2
536,4,1,390.65,3847577.53,58756.29,0,3,3
537,0,0,462.72,2376654.56,46035.05,1,2,3
538,1,0,316.3,2796733.27,99891.58,1,2,1
539,4,1,202.45,3717951.16,43820.43,1,0,1
540,3,1,431.4,1580948.18,68180.03,0,3,2
541,3,1,51.66,1977739.54,42873.81,1,2,1
542,2,1,464.1,684042.06,33104.45,1,2,4
543,1,1,497.95,1591197.17,88504.95,1,3,3
544,5,1,461.97,3067498.02,54077.9,0,3,3
545,2,0,22.87,3837569.05,91194.23,1,0,1
546,1,1,264.62,3266274.55,44382.9,0,2,3
547,4,1,319.46,311154.78,17090.83,1,1,1
548,1,1,222.37,2143310.58,68305.5,0,1,1
549,4,0,432.84,79486.54,82961.55,0,3,2
550,1,1,469.03,533980.39,92591.9,0,0,4
551,3,1,242.02,862351.99,14115.78,0,1,4
552,3,1,246.98,1637704.07,42171.35,1,2,1
553,1,1,472.7,4979630.53,6665.8,0,3,1
554,5,1,58.93,1005371.2,79165.58,0,3,3
555,4,1,345.87,670177.98,58061.44,1,0,2
556,1,0,371.86,4318078.65,30860.21,1,2,2
557,0,1,183.24,929151.56,51161.44,0,1,2
558,1,1,409.13,427814.65,70484.15,1,1,1
559,5,0,116.07,4877054.5,2163.83,0,2,3
560,1,0,276.72,503486.21,79029.85,1,2,3
561,2,0,320.74,1994832.3,40048.73,0,3,3
562,5,0,371.45,1277850.61,56454.34,1,2,2
563,4,1,329.09,3319813.36,84052.15,0,1,3
564,4,1,387.37,3778636.44,87304.53,1,2,1
565,2,0,126.01,4584379.6,73934.28,1,1,1
566,2,0,478.6,719352.85,34589.81,0,3,2
567,3,1,423.81,4903183.86,49365.68,0,0,2
568,4,0,372.61,4983654.73,47211.36,0,1,1
569,1,1,57.42,1390260.39,74765.28,1,2,2
570,1,0,3.34,381641.32,79047.03,0,3,4
571,1,0,330.3,2299485.5,52063.82,0,3,4
572,0,0,120.41,1604355.06,74406.09,0,0,4
573,1,1,141.84,3870528.22,95906.77,1,2,1
574,2,1,403.07,3042074.47,88285.66,1,1,2
575,2,0,383.54,1306927.6,85346.44,1,1,3
576,1,1,374.66,2645851.1,99613.01,0,1,4
577,1,1,298.73,707667.93,26757.84,1,2,3
578,2,1,235.96,819671.66,50112.27,1,3,3
579,4,0,320.2,2747678.05,22292.8,0,2,2
580,4,0,155.73,3867723.53,2042.67,1,1,1
581,3,0,361.92,2020313.24,35416.39,1,2,4
582,4,0,393.88,805916.1,27807.09,1,0,3
583,5,0,395.88,148769.93,44159.95,0,3,1
584,1,0,490.57,4690979.25,16365.46,0,2,3
585,0,0,391.19,1009227.39,8188.39,1,3,3
586,4,0,67.23,4838153.88,57899.07,0,2,2
587,3,0,439.75,282362.88,31198.44,1,3,3
588,2,1,417.33,3432873.9,59720.02,0,3,4
589,4,1,246.15,2834343.29,59578.86,0,3,3
590,2,1,415.82,2449826.6,98067.03,0,0,2
591,1,1,403.7,4629553.38,33395.62,1,3,3
592,1,0,362.27,2915327.85,18760.19,0,2,1
593,0,1,477.51,2886301.92,36946.28,1,1,1
594,3,1,86.87,1514293.22,54013.98,1,2,2
595,2,1,316.57,3421563.16,10367.57,1,0,2
596,1,0,305.77,4382865.47,15815.86,1,1,2
597,3,1,245.74,4695532.27,55184.96,1,3,4
598,2,0,328.95,219571.53,20015.98,0,3,4
599,5,0,449.46,570267.76,63169.37,0,2,4
600,3,0,62.97,4990819.08,10074.1,1,0,4
601,3,0,366.55,3375793.32,91756.18,0,2,4
602,1,0,307.29,920975.34,27393.63,0,2,3
603,4,0,428.59,1302015.48,12136.97,1,1,2
604,1,0,299.12,783580.73,9109.28,1,3,2
605,4,1,214.77,1181608.02,56058.19,1,1,3
606,0,1,446.59,3504847.3,38005.94,1,0,1
607,1,0,481.37,1498516.89,32059.13,1,2,3
608,2,0,482.32,1676926.04,48866.01,0,0,3
609,4,0,398.64,2212313.27,10690.05,0,2,4
610,0,1,136.47,2177033.69,36955.25,1,1,1
611,5,1,444.42,1331022.8,27278.93,1,3,2
612,5,0,200.79,1574895.23,13564.93,1,1,2
613,3,0,286.31,2871542.07,11048.18,1,2,4
614,5,1,245.07,2365135.64,32201.5,0,1,4
615,0,0,98.16,4113888.85,24084.34,1,3,3
616,5,0,424.6,3624377.24,16735.72,0,3,2
617,1,0,9.16,593087.2,80832.96,0,1,1
618,0,1,280.52,2629964.32,67758.26,0,2,1
619,5,0,239.95,4310793.18,99172.34,1,3,1
620,4,0,32.99,2622392.99,40055.16,0,1,2
621,0,0,89.0,4446646.07,50314.07,0,1,1
622,0,0,321.74,1229332.67,90012.93,0,2,4
623,2,1,300.42,3782633.32,57155.03,1,3,4
624,1,1,275.56,3008721.44,74246.41,0,1,4
625,1,1,178.31,2783943.38,90381.43,0,3,2
626,3,0,120.73,803538.81,74851.71,1,3,2
627,5,1,359.58,4502676.72,90112.66,1,0,2
628,3,0,176.26,402139.79,6884.51,1,1,1
629,4,1,169.84,2147258.55,70045.29,1,2,4
630,4,1,274.64,3090730.5,18790.86,1,3,1
631,3,0,292.27,3414064.1,1951.57,1,3,4
632,2,1,65.12,3826257.14,74057.44,0,0,2
633,4,0,115.71,3839309.43,3041.12,0,1,2
634,1,1,170.61,3314218.34,4212.8,1,3,4
635,3,0,437.95,1611019.48,33174.07,1,3,2
636,0,0,451.76,702251.32,21084.02,0,3,1
637,0,0,138.51,4889968.2,33991.79,1,2,4
638,5,0,424.24,4815361.58,2168.56,1,0,1
639,1,0,10.49,2256291.69,87474.84,0,2,3
640,4,0,308.8,4169493.13,75103.73,0,0,4
641,5,0,139.97,793416.68,3177.58,0,0,4
642,4,0,422.55,2066620.44,48212.4,0,2,3
643,0,0,447.71,1856658.06,26046.76,1,1,1
644,2,0,348.3,4946002.5,1465.71,0,2,4
645,1,0,170.89,2337929.42,73530.62,1,3,2
646,1,1,61.01,4792098.48,66435.06,0,0,2
647,4,0,386.73,1055911.14,51530.31,1,0,3
648,3,1,321.86,3141658.96,86771.42,0,2,2
649,5,1,378.74,888879.22,83674.12,0,3,2
650,5,0,172.21,1346347.84,45374.52,1,1,1
651,3,1,192.68,4845664.71,70010.56,1,0,3
652,3,1,441.14,3095907.49,54241.68,1,2,3
653,5,0,276.55,3792665.6,40820.32,1,0,4
654,4,0,90.62,3572955.49,70609.74,0,3,4
655,2,1,402.92,1676931.92,42889.72,0,3,3
656,4,1,419.89,3366161.66,19115.57,1,1,1
657,2,0,132.02,3527912.3,68353.35,1,3,1
658,2,0,378.24,4340786.12,22275.23,0,0,3
659,5,1,371.7,2868742.9,7636.18,0,0,1
660,1,1,313.18,1714800.06,10378.57,1,0,1
661,0,0,291.13,4992975.21,9634.7,1,1,2
662,3,0,111.37,2686303.05,39167.21,0,0,3
663,1,0,421.24,1011418.79,74594.12,0,2,1
664,2,1,48.73,1907202.19,14248.7,1,1,3
665,5,0,55.28,4256149.71,46023.43,0,3,3
666,5,1,140.22,588831.44,57675.43,1,1,4
667,3,0,15.31,2969620.22,49550.59,1,3,4
668,0,1,236.99,1310500.24,60075.04,1,2,3
669,5,0,426.97,1443811.41,74135.41,0,3,4
670,5,0,378.86,2658259.72,31925.84,0,0,1
671,5,1,429.28,4359454.26,85757.53,0,3,4
672,2,0,293.02,3762158.15,82760.29,0,0,1
673,2,1,329.83,766279.13,93057.74,0,3,1
674,0,1,324.43,248942.04,19803.53,1,3,3
675,1,1,469.87,4204860.24,96879.99,0,1,3
676,2,1,425.66,3373362.23,94905.88,1,1,2
677,3,1,82.9,2306080.45,10379.22,0,2,4
678,0,0,311.33,2729736.86,54481.36,1,0,2
679,4,0,168.01,1110589.83,2428.69,1,0,2
680,1,0,389.48,3995852.69,76574.88,0,0,4
681,3,0,11.35,2751336.9,62508.72,1,1,2
682,3,1,89.25,4976718.23,16217.25,0,1,2
683,4,0,411.59,4798532.56,70381.24,1,0,4
684,3,1,422.95,801760.92,90809.13,1,3,4
685,3,0,1.52,3600838.66,96422.44,0,1,4
686,3,1,75.88,3548805.15,15098.35,0,2,2
687,3,1,66.48,223269.02,12377.96,0,2,4
688,2,1,188.54,4376452.2,22429.15,1,2,1
689,5,1,355.02,1003753.86,57508.24,0,2,4
690,1,1,352.97,3837351.72,56349.78,1,0,3
691,4,1,268.78,4768144.72,96080.12,1,1,4
692,5,1,475.9,2210832.28,6546.47,0,2,2
693,0,1,293.66,2393737.48,27572.55,0,1,4
694,1,0,348.38,1648121.62,89563.34,1,0,3
695,2,0,157.7,2695065.26,99314.94,0,2,3
696,3,1,52.16,921700.2,6602.18,1,0,1
697,2,0,363.03,3252330.37,39802.32,1,2,2
698,0,0,402.76,1465057.95,24389.74,0,2,4
699,4,1,98.22,3543633.2,23772.73,1,2,1
700,1,1,349.07,2952641.14,84119.98,1,2,4
701,1,1,36.39,3956951.6,95965.1,1,3,2
702,4,1,169.82,4302978.26,30765.54,1,0,2
703,3,0,435.76,2622840.2,3859.19,0,1,1
704,3,1,109.19,2398332.85,83506.71,0,1,1
705,2,0,355.2,3845049.63,15006.6,0,0,4
706,5,1,227.42,238820.31,40025.65,1,3,1
707,1,1,389.94,1029050.15,97010.02,1,2,1
708,1,0,195.03,3165186.59,93606.27,1,1,2
709,4,0,72.16,1837820.59,32667.74,0,1,1
710,2,1,52.99,1892606.18,31711.02,0,0,2
711,4,1,177.05,2334515.08,25153.47,0,1,4
712,3,0,155.13,3663933.45,24994.65,1,0,2
713,2,0,232.71,4349905.39,13173.78,1,0,3
714,0,0,119.01,1139845.89,63187.72,0,3,3
715,3,0,394.75,122622.87,55512.05,0,0,2
716,1,1,440.97,4531967.9,7230.29,0,0,4
717,0,0,233.78,3684605.41,97702.29,1,2,1
718,3,0,418.99,1742164.59,84943.52,0,2,1
719,5,1,390.18,3280463.51,13180.63,0,3,3
720,4,0,76.75,2604837.01,86151.75,1,1,2
721,2,1,121.81,1606553.84,73214.64,0,1,2
722,3,1,198.96,4677462.18,69060.37,1,1,1
723,5,1,235.84,3713295.22,82932.46,1,2,4
724,2,1,286.83,3604029.91,40996.84,0,0,2
725,1,1,396.45,496659.27,10006.85,1,1,2
726,3,0,457.91,1569577.37,65101.56,0,0,4
727,2,0,102.82,764642.01,53566.75,0,2,4
728,4,0,450.29,693820.1,9506.03,0,0,4
729,2,1,396.5,2575511.12,91784.31,1,3,1
730,2,0,346.36,2483383.11,73173.95,1,2,1
731,3,0,278.12,3203419.65,71441.97,0,1,1
732,0,0,408.95,3562748.45,8196.76,0,2,4
733,2,0,232.92,639432.21,29178.25,0,0,2
734,1,0,440.24,3051869.81,97090.03,1,0,3
735,0,0,474.88,1037364.56,88387.15,1,3,1
736,2,0,265.77,925669.51,49756.03,1,0,1
737,5,1,318.99,758686.29,37794.18,0,2,2
738,0,1,253.23,3306824.98,67822.11,1,0,3
739,2,0,238.98,4895197.34,94516.36,1,1,4
740,3,1,329.4,3784554.13,89461.9,0,2,3
741,0,1,264.99,4458819.2,74894.2,0,2,2
742,3,0,263.42,2446979.6,15846.81,1,3,1
743,3,0,452.93,1954433.06,92924.83,1,2,3
744,0,0,300.75,3413639.43,31081.26,1,3,1
745,4,0,393.64,3366572.83,79883.28,0,2,4
746,4,1,478.6,3525806.38,90072.57,0,0,1
747,1,1,311.47,1499083.47,98815.05,0,1,4
748,2,1,398.75,4830308.7,41197.18,1,2,3
749,0,1,352.86,4792979.9,88766.28,1,2,2
750,2,0,499.53,2459980.51,88023.92,0,1,1
751,4,1,289.1,2469054.6,93538.46,1,1,2
752,0,0,311.75,4148440.51,30055.53,1,3,4
753,0,1,241.94,4503184.43,23156.36,0,2,3
754,1,0,50.03,4509123.17,28387.07,1,2,1
755,3,0,45.04,1246038.5,61572.63,1,1,1
756,3,1,261.56,3291455.87,22386.13,0,2,3
757,0,0,205.74,3120076.49,40932.14,0,2,3
758,4,0,341.6,1220706.09,43339.22,0,1,1
759,2,1,285.81,293493.87,68898.15,1,0,4
760,5,0,271.29,584147.28,49139.11,1,0,4
761,0,1,356.52,969157.22,84097.93,0,3,4
762,1,1,4.8,3195449.64,83743.31,0,2,2
763,2,0,346.38,735518.46,3215.65,0,0,3
764,3,1,62.53,4324946.77,57488.81,0,1,2
765,4,0,237.6,3899376.9,74468.99,0,2,1
766,2,1,214.66,670778.26,28170.99,1,0,3
767,2,0,40.18,4882719.86,57482.04,0,3,4
768,1,0,346.33,687808.05,82438.58,1,1,3
769,5,1,433.95,222010.86,27498.67,0,1,3
770,3,0,299.76,3710989.48,85590.12,0,1,3
771,0,0,217.49,490976.75,93101.37,1,2,4
772,4,0,484.71,2647837.18,20525.25,1,1,1
773,3,1,260.67,2238055.93,82517.01,1,0,3
774,2,1,232.57,115099.02,4388.16,0,0,4
775,4,0,53.65,4493873.55,37027.33,1,3,3
776,1,0,336.22,3439801.02,83645.43,1,3,1
777,5,1,84.13,3101717.4,68241.61,1,2,3
778,2,0,50.92,3412234.18,47548.13,1,1,3
779,3,0,260.3,1879994.59,26928.37,1,3,2
780,1,0,37.01,3416547.04,79123.77,1,3,1
781,4,1,398.52,1183670.96,26144.18,1,0,2
782,3,0,170.2,226489.87,74546.44,0,1,1
783,0,1,92.5,4336439.76,4073.01,0,3,3
784,1,1,316.46,3323321.1,62615.2,0,3,4
785,2,1,191.06,3322779.71,41543.49,0,3,3
786,0,0,399.02,4432009.02,46700.37,1,3,4
787,2,1,174.97,1567516.73,17258.77,1,2,2
788,5,1,468.32,566094.37,28434.34,0,2,4
789,5,1,175.98,2261332.74,52574.89,1,1,3
790,1,1,400.82,2945443.99,55308.87,0,1,1
791,1,1,3.86,4446122.06,34337.9,0,3,1
792,5,1,337.27,3686874.1,54474.09,0,2,2
793,1,0,253.93,3957964.04,56503.15,0,2,3
794,1,1,98.37,483729.62,55754.36,0,1,3
795,3,0,188.67,4854856.47,15047.75,1,3,3
796,5,1,104.57,4059013.47,97845.91,0,0,4
797,0,1,57.55,1331366.14,1220.57,1,2,2
798,2,0,189.4,4470526.15,19422.99,1,2,4
799,3,1,6.82,137394.21,88578.11,1,0,4
800,0,0,122.46,1013099.4,25806.3,1,2,3
801,1,1,79.62,3470872.51,57361.4,0,3,3
802,3,0,35.73,467425.76,96482.31,0,2,4
803,2,0,259.98,3550906.13,94801.67,0,0,1
804,3,0,100.5,2818494.48,76869.77,1,3,2
805,2,0,387.41,3054145.69,53373.1,0,0,3
806,0,0,80.43,2584461.3,54813.2,1,0,1
807,2,1,91.82,3721592.47,27221.0,1,3,1
808,0,1,32.69,4198419.33,11096.32,0,0,4
809,2,1,15.18,889476.46,11826.98,0,0,4
810,3,0,201.16,4060710.04,60207.88,0,3,1
811,0,0,335.43,176580.53,28519.75,1,2,1
812,3,1,14.61,1732087.98,11069.46,0,0,3
813,3,1,111.73,4836556.71,78264.47,0,3,1
814,5,1,33.73,4267070.1,74596.49,1,1,3
815,1,0,302.31,2941798.17,4042.44,0,0,1
816,2,1,408.9,2504977.3,58164.48,1,2,4
817,0,1,94.01,3998841.45,84660.72,0,1,4
818,0,1,154.18,2761045.49,95033.29,0,2,1
819,5,1,76.42,814525.27,90924.55,1,1,2
820,3,0,8.1,3233399.64,63570.6,0,0,2
821,3,0,34.61,4037219.17,96471.33,1,3,4
822,0,1,314.73,1610601.88,94143.04,1,0,2
823,1,1,98.55,457609.63,49496.52,1,2,3
824,0,1,175.41,367325.74,78662.0,0,0,4
825,3,1,489.82,2142068.78,95232.2,0,1,3
826,3,1,159.73,650591.74,30521.91,0,1,1
827,0,1,92.94,1643324.08,53897.92,0,1,1
828,1,0,363.57,2590709.15,68953.68,0,3,4
829,1,1,97.55,1470313.66,63379.07,0,1,4
830,2,1,386.3,4987667.91,95944.58,0,1,3
831,3,1,313.18,4930056.86,80666.87,1,3,1
832,5,0,156.78,778050.61,65592.01,0,3,1
833,0,1,118.13,1141291.32,51312.27,0,3,4
834,3,0,447.65,2773503.96,28616.64,1,3,3
835,5,0,419.1,4080376.22,29288.06,0,2,4
836,3,1,314.99,2140533.29,76580.28,1,2,2
837,3,0,423.47,806264.7,7239.43,1,3,2
838,3,1,78.9,3217713.33,93507.57,0,1,2
839,1,1,303.78,3564578.17,6142.68,1,0,2
840,1,1,399.15,413003.66,52598.51,0,3,1
841,2,1,61.78,3115210.66,50656.96,0,1,3
842,0,0,95.14,1879469.06,20969.35,0,0,3
843,1,1,52.99,4619743.9,9921.39,1,1,2
844,4,1,157.39,1913905.23,80110.81,0,2,3
845,2,0,279.37,3160951.56,30755.85,1,3,1
846,0,1,171.66,3675602.79,30071.43,0,1,1
847,0,0,378.68,3323826.38,46696.45,0,1,2
848,1,0,275.4,2037252.25,58979.73,0,3,1
849,5,0,52.81,2223494.08,82116.62,1,2,4
850,0,0,131.43,4693614.28,28305.17,0,2,3
851,2,1,362.24,510482.13,4107.13,0,1,1
852,3,0,440.17,1224173.61,33049.92,1,3,4
853,2,1,324.88,4018026.57,8659.89,1,0,2
854,1,0,309.35,1993591.25,43134.11,0,1,1
855,2,1,339.7,3872751.55,98115.48,1,1,1
856,1,0,127.63,1589757.93,57785.05,1,1,3
857,5,1,381.18,630550.74,47082.28,0,2,2
858,5,1,167.91,4375070.06,23408.62,0,3,3
859,0,0,221.38,2743681.85,68462.87,1,3,1
860,0,0,59.42,4642320.66,58372.34,1,2,3
861,3,1,169.96,2071313.38,69035.71,0,0,2
862,0,0,455.41,1944089.81,32332.86,0,0,4
863,2,1,155.43,3675980.87,89983.09,0,3,4
864,3,0,279.85,4164730.13,70256.01,1,3,2
865,3,0,101.25,413985.1,19516.25,0,2,3
866,0,0,90.74,2998331.51,86118.62,0,2,2
867,3,1,387.11,882000.82,41088.43,1,3,1
868,3,0,149.48,1532339.46,98456.3,1,2,1
869,4,1,409.44,318910.46,11837.73,1,3,4
870,0,0,100.73,1148223.64,95605.26,1,3,1
871,5,1,38.42,2388826.16,5219.84,1,1,1
872,4,0,300.78,3843981.76,35681.68,1,3,1
873,0,0,395.92,4732783.51,29295.8,0,1,2
874,0,1,9.63,1762749.59,92835.24,0,2,1
875,5,1,293.32,3720607.98,96370.2,0,1,1
876,0,0,262.09,4501834.32,21301.34,0,3,4
877,3,1,335.28,4908563.63,8250.99,1,0,3
878,2,0,330.54,2402211.55,57566.62,1,2,2
879,4,0,426.23,209984.45,12062.63,0,3,1
880,5,1,327.36,4423046.04,59794.6,0,1,1
881,4,1,20.32,1606806.61,31768.82,1,1,1
882,1,1,192.47,376682.38,97937.34,0,3,1
883,2,0,258.04,2103556.62,29026.89,0,0,1
884,0,0,203.94,3084509.74,35948.99,1,3,4
885,1,1,14.28,2805384.98,22180.81,0,1,1
886,4,1,56.92,1737915.93,75053.94,1,1,1
887,5,1,198.3,2172560.42,2056.18,0,0,2
888,0,1,22.24,3791705.81,28146.88,1,1,1
889,1,1,251.37,4540800.06,55167.22,1,3,3
890,1,1,447.1,1855698.79,58458.16,1,3,3
891,0,0,149.8,359102.14,34662.64,0,2,3
892,4,1,46.64,1039406.97,41962.2,0,2,4
893,0,1,155.84,1306478.21,12176.64,0,2,4
894,1,0,444.46,2883270.97,89349.05,0,0,3
895,5,0,370.94,1747501.29,71804.17,1,1,1
896,3,0,351.91,3132459.77,61180.04,1,2,4
897,3,0,197.6,2684383.27,62859.15,1,3,1
898,2,0,123.5,4630740.67,92619.05,0,3,2
899,2,0,28.05,2539257.72,26937.16,1,2,2
900,1,1,85.13,1308839.48,60047.04,1,1,2
901,2,0,397.93,4777566.49,98415.12,0,3,2
902,5,0,371.8,4365430.64,35474.0,1,0,1
903,1,0,237.92,1043363.44,50914.66,1,2,3
904,0,0,347.18,738238.53,96687.05,1,3,1
905,0,1,206.29,3234519.41,65711.54,1,0,3
906,1,0,200.18,1721131.24,62673.11,1,0,2
907,3,0,216.91,3586529.06,28329.58,0,0,1
908,3,0,419.56,4716317.57,95114.67,0,2,3
909,3,1,357.32,1411313.79,51549.5,1,2,1
910,0,0,17.88,4236413.33,52720.07,1,3,2
911,0,1,6.69,3551188.03,39479.47,0,3,4
912,2,0,266.71,2039637.34,87124.82,0,2,2
913,1,0,473.77,184167.78,47347.65,1,2,2
914,2,1,466.82,1131270.13,22314.28,1,2,3
915,1,0,337.03,2054315.34,86846.99,0,1,4
916,5,0,379.89,4101961.12,91233.8,1,0,4
917,2,0,361.65,4588345.31,40342.22,1,2,2
918,1,1,419.44,3707716.15,54948.07,0,1,3
919,5,0,214.85,3326467.63,58867.49,0,3,3
920,5,0,228.78,4132752.87,22672.49,1,3,3
921,3,1,245.82,4570180.87,85796.84,1,1,4
922,3,0,203.83,2718085.69,15871.51,0,3,4
923,5,1,127.96,1479502.93,78354.06,1,1,4
924,0,1,157.0,2521835.66,3299.84,1,1,2
925,1,0,307.06,4162531.16,53334.93,1,2,2
926,1,0,184.96,2889880.84,12757.82,0,0,4
927,3,0,157.6,2317363.34,99736.89,0,0,2
928,0,0,452.27,402667.66,87866.82,1,3,3
929,5,0,301.79,1489308.09,38501.24,0,3,3
930,1,0,56.65,4900492.56,5109.24,0,0,3
931,2,0,462.88,4460567.88,1997.83,0,0,2
932,4,1,364.15,516089.47,88464.91,1,2,1
933,2,0,281.32,1467130.55,50954.76,0,1,1
934,0,1,104.3,741622.81,5937.36,0,2,1
935,3,0,87.08,1773291.57,41603.16,0,3,3
936,4,1,205.0,4074084.67,11395.27,0,0,4
937,4,0,486.49,2650508.9,96285.02,1,2,3
938,5,0,370.9,1080155.67,46281.99,0,3,3
939,5,1,80.67,1493465.8,53718.69,1,1,1
940,4,1,437.86,4465735.95,16348.92,1,0,3
941,1,0,338.1,559210.47,10733.12,0,1,1
942,5,0,318.73,4038350.67,4271.97,1,0,3
943,4,1,102.4,1307012.46,14439.26,0,3,3
944,0,1,436.64,3942443.19,71733.68,0,1,3
945,1,0,58.96,1961342.95,76298.18,1,0,3
946,2,1,216.95,4829638.49,5711.03,0,3,4
947,4,0,272.2,4675458.74,57966.06,0,2,3
948,5,1,73.51,489648.7,81336.13,1,3,1
949,2,1,39.5,3701472.37,17903.49,0,3,2
950,1,1,62.7,4363314.73,95197.13,0,1,2
951,1,0,2.47,4551131.66,83502.95,1,0,4
952,2,1,196.8,1873245.8,34869.71,0,3,1
953,2,1,405.05,4796593.95,45464.19,1,0,4
954,0,0,90.62,1374709.37,85978.84,1,2,2
955,4,0,147.85,4448111.02,87253.14,0,1,1
956,2,1,39.95,1094586.19,71639.57,0,3,3
957,5,1,355.04,4253298.78,28062.1,0,1,3
958,0,1,251.77,2417996.0,36328.9,1,3,3
959,1,1,248.18,1759593.46,9793.65,0,3,1
960,3,0,414.43,4571818.84,36581.33,0,1,1
961,2,1,395.08,134998.23,4966.09,1,1,3
962,4,1,89.61,4776840.54,81063.55,1,3,3
963,5,1,106.68,3698647.61,84088.81,1,0,2
964,0,1,185.34,709471.95,95025.7,1,1,4
965,1,1,102.37,2095794.03,29768.84,1,3,4
966,5,0,320.99,2910402.81,18820.7,1,3,2
967,4,0,206.2,1754619.57,20107.44,0,2,1
968,5,1,304.13,3307587.77,72887.64,0,3,2
969,0,1,80.2,2319929.28,99195.6,0,1,2
970,2,1,105.23,2740058.23,94175.5,0,2,2
971,5,0,221.74,4640509.69,23024.47,0,0,4
972,2,1,295.43,4582846.31,55407.09,1,1,2
973,0,0,310.51,4038850.1,26161.21,1,0,2
974,2,0,344.67,2147504.67,85488.84,1,2,4
975,0,0,247.89,1540017.15,73304.89,1,3,3
976,1,1,102.06,718909.08,58227.63,0,3,4
977,2,0,211.62,758490.07,92896.16,0,3,2
978,3,0,95.29,3892515.08,67525.45,1,3,3
979,4,1,453.96,2456570.03,59032.83,1,1,3
980,5,1,277.78,3844776.23,17828.9,0,3,1
981,4,0,435.28,4710731.66,25695.83,1,0,2
982,5,1,74.36,1540436.02,18582.49,1,3,3
983,3,0,121.23,1003972.54,2987.74,1,2,1
984,1,1,4.47,172282.99,90449.18,0,1,4
985,0,0,32.17,1585797.72,81843.01,1,2,1
986,4,0,395.95,4970847.82,75687.7,1,0,4
987,4,1,211.09,1360469.28,90565.94,0,1,3
988,5,1,373.93,4298084.88,95107.72,1,3,1
989,4,0,90.85,1045625.53,25036.1,0,0,3
990,4,0,211.85,441713.1,16646.47,0,0,4
991,1,1,13.4,4500357.55,49155.91,1,3,4
992,1,0,446.74,3044700.08,66333.96,1,0,2
993,5,1,159.15,3620322.59,33253.14,0,2,2
994,4,0,187.1,1551142.42,48330.58,1,3,2
995,1,0,452.43,592529.72,37456.35,1,1,3
996,5,0,35.69,2731783.98,5538.47,0,2,2
997,4,1,350.08,1528063.8,84894.01,0,1,2
998,1,1,391.91,4552549.71,14077.53,1,1,1
999,3,1,349.63,3897992.68,88738.97,1,0,2
1000,0,0,332.31,344919.65,10964.79,1,3,4
1001,1,1,10.15,440692.84,23010.05,1,2,3
1002,2,1,269.85,4048390.12,15855.82,1,3,1
1003,1,0,331.38,331374.62,7109.55,1,1,2
1004,5,0,404.29,1087511.83,84025.14,1,3,2
1005,5,0,177.25,690970.21,15171.77,0,3,1
1006,0,0,418.35,4625100.24,90885.67,1,2,4
1007,2,1,365.0,2051982.39,75912.84,0,2,1
1008,4,0,371.7,1041896.62,31589.34,1,3,3
1009,2,1,326.79,894726.73,98850.48,1,3,2
1010,1,1,297.72,1007955.44,80199.0,1,0,3
1011,2,1,379.45,4134354.98,31538.09,0,0,4
1012,3,1,225.05,1104234.19,39691.27,1,3,1
1013,2,0,332.64,3551747.61,67324.0,1,1,3
1014,1,0,116.5,2500450.62,2135.19,1,0,1
1015,4,0,406.72,4181386.0,90689.78,0,0,4
1016,1,0,371.97,1009471.47,81856.52,1,2,1
1017,5,0,473.4,515657.18,30157.01,1,2,3
1018,3,1,242.81,2601859.56,17393.71,1,3,1
1019,2,0,438.77,3686542.27,17671.88,1,1,4
1020,1,1,413.8,3453418.51,8494.68,1,3,3
1021,2,0,273.27,1558661.53,2574.17,1,2,1
1022,2,1,164.49,3095324.88,40984.12,0,3,3
1023,4,1,246.21,4369429.46,14820.62,0,2,1
1024,2,0,102.63,1873100.94,87793.05,1,1,1
1025,2,0,214.53,2857619.83,76903.36,1,1,2
1026,5,1,27.31,2242411.66,23173.77,0,2,1
1027,2,0,36.84,2356559.49,81008.09,1,1,3
1028,3,0,259.44,3921967.95,48714.81,0,2,2
1029,5,0,214.16,1824355.42,10194.48,1,3,1
1030,2,0,191.94,1180105.48,75359.3,1,3,4
1031,0,1,218.87,928074.51,55982.41,1,2,1
1032,0,1,35.96,1267116.61,11287.21,0,2,1
