product_id,embedding_vector,material,carbon_score,water_score,waste_score,impact_score,risk_level,explanation
223,[0.         0.         0.0741325  ... 0.00427586 0.03472221 0.01145149],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
224,[0.00415392 0.         0.00157514 ... 0.10906973 0.         0.1155981 ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
225,[0.         0.01553698 0.01682211 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
226,[0.         0.         0.00784522 ... 0.52697468 0.         0.03485486],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
227,[0.0133938  0.         0.02525833 ... 0.02152172 0.         0.00315187],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
228,[0.02278074 0.         0.         ... 0.         0.01370695 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
229,[0.08304173 0.         0.         ... 0.         0.06356579 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
230,[0.         0.         0.07221523 ... 0.05259189 0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
231,[0.00919723 0.         0.01211348 ... 0.0007064  0.07375924 0.0185679 ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
232,[0.         0.         0.         ... 0.00320823 0.08358761 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
233,[0.00186942 0.         0.         ... 0.00849551 0.01052128 0.04360149],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
234,[0.         0.         0.00822748 ... 0.         0.09138962 0.00187524],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
235,[0.         0.         0.         ... 0.00635785 0.         0.12923624],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
236,[0.01104097 0.         0.02696288 ... 0.         0.         0.02377259],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
237,[0.         0.         0.09493148 ... 0.         0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
238,[0.         0.0094067  0.18416959 ... 0.         0.         0.01030878],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
239,[0.07331429 0.         0.00180479 ... 0.03518913 0.         0.00880207],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
240,[0.         0.         0.00583714 ... 0.         0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
241,[0.         0.         0.02273723 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
242,[0.         0.         0.         ... 0.         0.         0.01755895],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
243,[0. 0. 0. ... 0. 0. 0.],cotton,7,9,5,7.0,High,Risk because high water consumption
244,[0.05280062 0.         0.         ... 0.         0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
245,[0.         0.         0.         ... 0.         0.         0.00419272],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
246,[0.00286096 0.         0.         ... 0.         0.         0.09903085],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
247,[0.06535471 0.         0.13598774 ... 0.         0.01621769 0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
248,[0.         0.         0.         ... 0.         0.01440463 0.01970755],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
249,[0.00062597 0.06704494 0.         ... 0.         0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
250,[0.         0.         0.02076433 ... 0.02087709 0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
251,[0.         0.         0.         ... 0.01615206 0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
252,[0.         0.         0.07678378 ... 0.04866118 0.06803498 0.02870982],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
253,[0.11618324 0.         0.         ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
254,[0.         0.00576247 0.         ... 0.00890563 0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
255,[0.         0.         0.03148784 ... 0.         0.00826318 0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
256,[0.03295412 0.00896593 0.         ... 0.0396539  0.02722178 0.00703499],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
257,[0.         0.         0.01586368 ... 0.         0.24520147 0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
258,[0.13921468 0.         0.0362594  ... 0.00399871 0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
259,[0.06107979 0.         0.00593954 ... 0.         0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
260,[0.04603641 0.         0.         ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
261,[0.         0.         0.         ... 0.         0.07544708 0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
262,[0.         0.         0.         ... 0.04584805 0.00603084 0.00729757],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
263,[0.         0.         0.01929004 ... 0.00508064 0.         0.02096554],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
264,[0.00164585 0.         0.02211099 ... 0.02725864 0.         0.08242614],cotton,7,9,5,7.0,High,Risk because high water consumption
265,[0.0057278  0.         0.03709486 ... 0.         0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
266,[0.14162615 0.         0.03567685 ... 0.         0.         0.05711518],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
267,[0.         0.00332905 0.26769164 ... 0.00051329 0.0734162  0.01787193],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
268,[0.17668039 0.         0.04810956 ... 0.         0.24180582 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
269,[0.00078994 0.         0.         ... 0.         0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
270,[0.         0.00121198 0.05124359 ... 0.         0.10881062 0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
271,[0.        0.        0.        ... 0.        0.2018984 0.       ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
272,[0.         0.00222681 0.06182418 ... 0.         0.51368523 0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
273,[0.02743635 0.01324216 0.04401732 ... 0.04195384 0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
274,[0.         0.         0.05194078 ... 0.         0.         0.07239571],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
275,[0.07257884 0.         0.01394135 ... 0.         0.31281927 0.06332161],cotton,7,9,5,7.0,High,Risk because high water consumption
276,[0.         0.         0.13413022 ... 0.02057342 0.00592057 0.00857557],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
277,[0.         0.00679621 0.00049905 ... 0.         0.         0.07867133],cotton,7,9,5,7.0,High,Risk because high water consumption
278,[0.00169894 0.         0.         ... 0.         0.06032249 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
279,[0.00988003 0.         0.74868876 ... 0.12005799 0.03381395 0.08336958],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
280,[0.         0.         0.         ... 0.         0.         0.06486381],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
281,[0.         0.         0.         ... 0.         0.         0.12851593],cotton,7,9,5,7.0,High,Risk because high water consumption
282,[0. 0. 0. ... 0. 0. 0.],cotton,7,9,5,7.0,High,Risk because high water consumption
283,[0.         0.         0.         ... 0.         0.14891626 0.0483604 ],cotton,7,9,5,7.0,High,Risk because high water consumption
284,[0.         0.         0.04578596 ... 0.0129497  0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
285,[0.00032585 0.         0.04313339 ... 0.03556242 0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
286,[0. 0. 0. ... 0. 0. 0.],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
287,[0.00560011 0.         0.         ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
288,[0.         0.00369903 0.         ... 0.00780682 0.         0.00440523],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
289,[0.         0.         0.         ... 0.02958794 0.         0.02557726],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
290,[0.00605346 0.04769643 0.         ... 0.0707698  0.         0.03740485],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
291,[0. 0. 0. ... 0. 0. 0.],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
292,[0.         0.072264   0.09048468 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
293,[0.         0.         0.         ... 0.         0.         0.02141289],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
294,[0.         0.         0.02021028 ... 0.0243616  0.         0.13089235],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
295,[0.0701201  0.         0.00743847 ... 0.         0.02807342 0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
296,[0.         0.         0.0863252  ... 0.         0.         0.01992298],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
297,[0.         0.         0.02871837 ... 0.02678333 0.         0.02381744],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
298,[0.         0.         0.         ... 0.         0.02198723 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
299,[0.         0.         0.         ... 0.00805245 0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
300,"[0.00000000e+00 2.57947738e-03 1.33509729e-02 ... 6.83527833e-05
 1.54083623e-02 6.13377057e-02]",linen,2,3,2,2.3333333333333335,Low,Low environmental impact
301,[0.00240735 0.         0.         ... 0.01328036 0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
302,[0.         0.         0.         ... 0.         0.22641791 0.03578701],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
303,[0.         0.         0.         ... 0.02339048 0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
304,[0.07930226 0.         0.         ... 0.         0.         0.07802656],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
305,[0.         0.01550714 0.         ... 0.         0.06278802 0.01357605],cotton,7,9,5,7.0,High,Risk because high water consumption
306,[0.         0.         0.         ... 0.06303033 0.         0.02384599],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
307,[0.         0.         0.07317517 ... 0.01938604 0.24562015 0.0733628 ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
308,"[6.27740228e-05 0.00000000e+00 0.00000000e+00 ... 1.78395193e-02
 0.00000000e+00 5.51685840e-02]",wool,6,5,3,4.666666666666667,Medium,Low environmental impact
309,[0.03031215 0.00259816 0.19255143 ... 0.         0.         0.00390992],cotton,7,9,5,7.0,High,Risk because high water consumption
310,[0.01958923 0.         0.02800878 ... 0.         0.         0.02363239],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
311,[0.0625871  0.         0.00526437 ... 0.04816088 0.00338041 0.00587429],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
312,[0.06143231 0.         0.         ... 0.         0.00181336 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
313,[0.        0.        0.        ... 0.        0.        0.0193318],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
314,[0.00369653 0.         0.03465099 ... 0.1702825  0.         0.0031419 ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
315,[0.         0.         0.         ... 0.00687948 0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
316,[0.03216337 0.00871895 0.         ... 0.         0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
317,[0.         0.         0.         ... 0.         0.09694218 0.04801397],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
318,[0.         0.         0.01596139 ... 0.02480558 0.10478549 0.04976016],cotton,7,9,5,7.0,High,Risk because high water consumption
319,[0.01438728 0.         0.21440729 ... 0.02864843 0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
320,[0.         0.00068515 0.         ... 0.12511757 0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
321,[0.         0.         0.12308136 ... 0.         0.02366179 0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
322,[0.00128703 0.         0.03127986 ... 0.         0.         0.02567704],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
323,[0. 0. 0. ... 0. 0. 0.],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
324,[0.         0.         0.02592096 ... 0.         0.01087371 0.00142926],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
325,[0.02227304 0.         0.03325272 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
326,[0.         0.0069138  0.         ... 0.01300545 0.02325947 0.04787675],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
327,[0.00310153 0.         0.08122613 ... 0.06905027 0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
328,[0.         0.         0.         ... 0.         0.06768744 0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
329,[0.         0.         0.         ... 0.         0.10600131 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
330,[0.         0.         0.         ... 0.         0.         0.09577903],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
331,[0.         0.00412396 0.00511983 ... 0.00080236 0.00652227 0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
332,[0.         0.         0.         ... 0.01617723 0.16001423 0.07339427],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
333,[0.13553655 0.         0.09043779 ... 0.01769442 0.0264397  0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
334,[0.         0.0022468  0.         ... 0.         0.         0.01355668],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
335,[0.         0.         0.02650796 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
336,[0.05960537 0.         0.11898597 ... 0.00368283 0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
337,[0.06069317 0.         0.05040498 ... 0.03407371 0.01666105 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
338,[0.04893439 0.         0.68241072 ... 0.78865987 0.00327092 0.06237353],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
339,[0.         0.         0.01734494 ... 0.         0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
340,[0.         0.         0.01270776 ... 0.00613368 0.02365633 0.01000233],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
341,[0.         0.         0.03546289 ... 0.         0.         0.03059217],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
342,[0.         0.         0.06110606 ... 0.         0.04096015 0.02277059],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
343,[0.         0.         0.00445231 ... 0.10600363 0.17468585 0.02756078],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
344,[0.05274914 0.         0.         ... 0.00890342 0.23562334 0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
345,[0.         0.         0.         ... 0.04440771 0.         0.0529764 ],cotton,7,9,5,7.0,High,Risk because high water consumption
346,[0.         0.         0.10417344 ... 0.         0.09039437 0.11184005],cotton,7,9,5,7.0,High,Risk because high water consumption
347,[0.         0.         0.         ... 0.02218853 0.         0.03297347],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
348,[0. 0. 0. ... 0. 0. 0.],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
349,[0.         0.04334534 0.03976833 ... 0.         0.02488674 0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
350,[0.06777032 0.         0.00789644 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
351,[0.01075569 0.01486    0.00171336 ... 0.00170482 0.52057606 0.00576899],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
352,[0.         0.         0.         ... 0.00048518 0.         0.05100581],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
353,[0.         0.         0.02775586 ... 0.         0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
354,[0.         0.         0.         ... 0.         0.         0.04539235],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
355,[0.10175758 0.         0.0179514  ... 0.         0.00221531 0.00527437],cotton,7,9,5,7.0,High,Risk because high water consumption
356,[0.         0.         0.         ... 0.0045121  0.         0.00732335],cotton,7,9,5,7.0,High,Risk because high water consumption
357,[0.0004443  0.         0.00220767 ... 0.02260243 0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
358,[0.16753545 0.         0.04815552 ... 0.00376218 0.04594077 0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
359,[0.0057917  0.         0.04097993 ... 0.         0.00975888 0.05782177],cotton,7,9,5,7.0,High,Risk because high water consumption
360,[0.02872304 0.         0.         ... 0.02080665 0.22735314 0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
361,[0.         0.         0.         ... 0.01048518 0.         0.01360778],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
362,[0.02282586 0.05094255 0.01592585 ... 0.07734219 0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
363,[0.06236165 0.         0.17155744 ... 0.         0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
364,[0.0342845 0.        0.        ... 0.        0.        0.       ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
365,[0.26518363 0.00984121 0.         ... 0.00822979 0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
366,[0.         0.         0.04076109 ... 0.09351482 0.02857054 0.00729465],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
367,[0.2453507  0.         0.         ... 0.         0.         0.02488413],cotton,7,9,5,7.0,High,Risk because high water consumption
368,[0.16388981 0.00319262 0.01236444 ... 0.         0.00262649 0.03551178],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
369,[0.         0.         0.         ... 0.01463524 0.         0.00174479],cotton,7,9,5,7.0,High,Risk because high water consumption
370,[0.         0.04171055 0.0778949  ... 0.02528392 0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
371,[0.         0.         0.         ... 0.         0.         0.11967725],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
372,[0.         0.00642728 0.01012077 ... 0.         0.         0.08848787],cotton,7,9,5,7.0,High,Risk because high water consumption
373,[0.29754731 0.         0.         ... 0.         0.         0.00546624],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
374,[0.04448292 0.         0.07581545 ... 0.009662   0.10789807 0.05142042],cotton,7,9,5,7.0,High,Risk because high water consumption
375,[0.         0.04730145 0.14492662 ... 0.         0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
376,[0.         0.02909459 0.01892402 ... 0.00119233 0.00501319 0.03819481],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
377,[0. 0. 0. ... 0. 0. 0.],cotton,7,9,5,7.0,High,Risk because high water consumption
378,[0.19972847 0.00683197 0.09419104 ... 0.07562178 0.         0.04260115],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
379,[0.00687245 0.         0.00531926 ... 0.         0.         0.02864707],cotton,7,9,5,7.0,High,Risk because high water consumption
380,[0.         0.         0.         ... 0.22875875 0.         0.03127683],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
381,[0.02804147 0.         0.         ... 0.03298219 0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
382,[0.         0.         0.         ... 0.         0.02294525 0.02062296],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
383,[0.         0.         0.         ... 0.         0.         0.04891502],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
384,[0.         0.         0.03544518 ... 0.         0.00553001 0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
385,[0.00237006 0.         0.         ... 0.         0.         0.00948152],cotton,7,9,5,7.0,High,Risk because high water consumption
386,[0.05497792 0.         0.08096832 ... 0.         0.13940237 0.05330167],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
387,[0.         0.         0.21492049 ... 0.         0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
388,[0.         0.         0.         ... 0.09465214 0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
389,[0.00755839 0.         0.00696294 ... 0.01787525 0.02805793 0.02352319],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
390,[0.00071609 0.         0.         ... 0.00607876 0.         0.0839695 ],cotton,7,9,5,7.0,High,Risk because high water consumption
391,[0.         0.01463238 0.17632872 ... 0.01224652 0.         0.04516275],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
392,[0.00424253 0.         0.         ... 0.         0.05879655 0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
393,[0.         0.00068152 0.01271749 ... 0.08489235 0.02809683 0.03838241],cotton,7,9,5,7.0,High,Risk because high water consumption
394,[0.02602883 0.         0.         ... 0.         0.         0.10385808],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
395,[0.00235798 0.         0.         ... 0.         0.06548914 0.01200906],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
396,[0.         0.         0.10994872 ... 0.         0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
397,[0.18419659 0.         0.         ... 0.14016107 0.         0.03456334],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
398,[0.06023798 0.         0.00274296 ... 0.05009577 0.00615049 0.06040128],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
399,[0.         0.00602101 0.08786564 ... 0.00885259 0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
400,[0.         0.         0.         ... 0.01713948 0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
401,[0.         0.11031875 0.         ... 0.         0.         0.02165515],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
402,[0.         0.         0.00235481 ... 0.03993106 0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
403,[0.00541194 0.         0.         ... 0.         0.         0.07530266],cotton,7,9,5,7.0,High,Risk because high water consumption
404,[0.05613872 0.00385122 0.         ... 0.02365309 0.         0.0415583 ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
405,[0.08765036 0.06368238 0.05726881 ... 0.00468109 0.21206273 0.00393617],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
406,[0.         0.         0.00817273 ... 0.         0.08982845 0.10379773],cotton,7,9,5,7.0,High,Risk because high water consumption
407,[0.         0.         0.01576625 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
408,[0.01077976 0.         0.00619311 ... 0.         0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
409,[0.05743077 0.         0.         ... 0.00611605 0.05294261 0.00127527],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
410,[0.04292426 0.         0.         ... 0.         0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
411,[0.00141094 0.         0.         ... 0.00675289 0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
412,[0.         0.         0.02743726 ... 0.         0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
413,[0.0005912  0.         0.00986926 ... 0.00415712 0.05950148 0.01036112],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
414,[0.06464766 0.         0.         ... 0.         0.         0.00788434],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
415,[0.0075494  0.         0.         ... 0.         0.09239558 0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
416,[0.01846397 0.         0.23414356 ... 0.         0.00250874 0.01467527],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
417,[0. 0. 0. ... 0. 0. 0.],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
418,[0.         0.         0.0351808  ... 0.00360109 0.         0.01357487],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
419,[0.         0.00954504 0.         ... 0.00745409 0.19749565 0.06315141],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
420,[0.         0.         0.05018464 ... 0.         0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
421,[0.1455496  0.         0.43370166 ... 0.01686664 0.         0.03193063],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
422,[0.         0.01334622 0.         ... 0.         0.05431359 0.02920302],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
423,[0.        0.        0.        ... 0.0043306 0.        0.       ],cotton,7,9,5,7.0,High,Risk because high water consumption
424,[0.         0.         0.02073982 ... 0.02927702 0.         0.04000184],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
425,[0.00482803 0.00187793 0.09809822 ... 0.04809546 0.01536175 0.03788443],cotton,7,9,5,7.0,High,Risk because high water consumption
426,[0.00560598 0.         0.06371459 ... 0.         0.06027154 0.01730886],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
427,[0.         0.01366038 0.         ... 0.         0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
428,[0.         0.         0.         ... 0.         0.         0.00607949],cotton,7,9,5,7.0,High,Risk because high water consumption
429,[0.06363144 0.00696492 0.         ... 0.00575021 0.16840966 0.12388095],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
430,[0.         0.00520715 0.21418601 ... 0.         0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
431,[0.20899376 0.         0.15962659 ... 0.02114882 0.01433776 0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
432,[0.         0.         0.05523514 ... 0.23454461 0.32403681 0.04087331],cotton,7,9,5,7.0,High,Risk because high water consumption
433,[0. 0. 0. ... 0. 0. 0.],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
434,[0.         0.         0.05899057 ... 0.         0.         0.03899211],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
435,[0.         0.         0.01281498 ... 0.         0.0565301  0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
436,[0.        0.        0.0176722 ... 0.        0.        0.       ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
437,[0.         0.         0.17785257 ... 0.04206538 0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
438,[0.         0.00730232 0.02629883 ... 0.00201256 0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
439,[0.         0.00284086 0.         ... 0.         0.         0.00699108],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
440,[0.00213834 0.00884048 0.02300612 ... 0.         0.         0.00145721],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
441,[0.05345568 0.         0.         ... 0.01539596 0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
442,[0.01158183 0.01423227 0.36231068 ... 0.01980049 0.14244689 0.05363781],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
443,[0.01626375 0.         0.13478993 ... 0.01878271 0.39667004 0.02738944],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
